id_cliente,churn,genero,idoso,conjuge,dependentes,meses_contrato,telefone,multiplas_linhas,internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_tv,streaming_filmes,contrato,fatura_digital,metodo_pagamento,cobranca_mensal,cobranca_total,contas_diarias
2122-SZZZD,Não,Homem,Não,Não,Não,44,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cartão de crédito,19.5,835.5,0.65
2122-YWVYA,Não,Mulher,Não,Não,Não,18,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,75.4,1380.4,2.51
2123-AGEEN,Não,Mulher,Sim,Não,Não,7,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,84.35,609.65,2.81
2123-VSCOT,Não,Mulher,Não,Sim,Sim,59,Sim,Sim,DSL,Não,Não,Sim,Sim,Sim,Não,Bienal,Sim,Transferência bancária,72.1,4194.85,2.4
2126-GSEGL,Não,Mulher,Não,Sim,Não,70,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária,84.8,5917.55,2.83
2129-ALKBS,Não,Mulher,Não,Sim,Sim,40,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque eletrônico,26.2,1077.5,0.87
2133-TSRRM,Não,Mulher,Não,Não,Sim,34,Sim,Não,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transferência bancária,105.35,3688.6,3.51
2135-DQWAQ,Não,Mulher,Não,Não,Não,5,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cheque enviado,85.3,420.45,2.84
2135-RXIHG,Sim,Homem,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,45.65,45.65,1.52
2137-DQMEV,Não,Homem,Não,Sim,Sim,68,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Não,Sim,Não,Anual,Não,Cheque enviado,44.8,2983.65,1.49
2138-VFAPZ,Não,Mulher,Não,Sim,Sim,14,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Cheque enviado,19.7,263.65,0.66
2139-FQHLM,Não,Homem,Não,Não,Não,19,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Sim,Não,Mensal,Não,Cheque enviado,89.95,1682.4,3.0
2141-RRYGO,Sim,Mulher,Não,Não,Não,4,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Transferência bancária,68.65,261.25,2.29
2143-LJULT,Não,Mulher,Não,Sim,Não,67,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Cartão de crédito,25.25,1733.15,0.84
2144-BFDSO,Não,Mulher,Sim,Sim,Não,50,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Não,Transferência bancária,108.75,5431.9,3.62
2144-ESWKO,Não,Homem,Não,Não,Não,43,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Não,Não,Não,Anual,Sim,Cartão de crédito,35.2,1463.7,1.17
2146-EGVDT,Não,Homem,Não,Sim,Sim,59,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito,19.3,1192.7,0.64
2150-OEGBV,Não,Homem,Não,Não,Não,27,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Transferência bancária,20.1,562.6,0.67
2150-UWTFY,Sim,Mulher,Não,Sim,Sim,22,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,Cheque enviado,61.15,1422.05,2.04
2150-WLKUW,Não,Mulher,Não,Sim,Não,40,Sim,Sim,DSL,Não,Sim,Não,Não,Sim,Não,Anual,Não,Transferência bancária,63.9,2635.0,2.13
2153-MREFK,Sim,Mulher,Não,Sim,Não,37,Sim,Sim,Fibra óptica,Sim,Não,Sim,Sim,Não,Sim,Anual,Sim,Cheque eletrônico,99.2,3754.6,3.31
2154-KVJFF,Sim,Mulher,Não,Não,Não,15,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,79.75,1111.85,2.66
2155-AMQRX,Não,Mulher,Não,Não,Não,28,Sim,Sim,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cartão de crédito,54.9,1505.15,1.83
2157-MXBJS,Sim,Homem,Não,Sim,Não,13,Sim,Sim,DSL,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cheque enviado,75.3,989.45,2.51
2159-TURXX,Não,Homem,Não,Não,Não,5,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cartão de crédito,20.05,95.55,0.67
2160-GPFXD,Não,Homem,Não,Sim,Sim,54,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Bienal,Sim,Cartão de crédito,65.65,3566.7,2.19
2162-FRZAA,Não,Homem,Não,Sim,Sim,63,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Não,Não,Bienal,Não,Transferência bancária,39.35,2395.05,1.31
2164-SOQXL,Não,Mulher,Não,Sim,Sim,20,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,20.05,406.05,0.67
2165-VOEGB,Sim,Mulher,Não,Não,Sim,46,Sim,Não,Fibra óptica,Sim,Sim,Não,Sim,Sim,Sim,Anual,Sim,Transferência bancária,105.2,4822.85,3.51
2167-FQSTQ,Não,Mulher,Não,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,92.4,6786.1,3.08
2169-RRLFW,Não,Mulher,Não,Sim,Não,71,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito,25.6,1888.25,0.85
2171-UDMFD,Não,Homem,Não,Sim,Sim,32,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cartão de crédito,19.45,674.55,0.65
2172-EJXVF,Não,Mulher,Sim,Não,Não,71,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,105.9,7521.95,3.53
2176-LVPNX,Não,Mulher,Sim,Não,Não,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cheque enviado,89.85,6293.45,2.99
2176-OSJUV,Não,Homem,Não,Sim,Não,71,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Bienal,Não,Transferência bancária,65.15,4681.75,2.17
2178-PMGCJ,Não,Homem,Não,Não,Não,22,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,69.7,1490.4,2.32
2180-DXNEG,Sim,Mulher,Não,Não,Não,12,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,96.0,1062.1,3.2
2181-TIDSV,Não,Homem,Não,Sim,Sim,68,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Transferência bancária,19.95,1303.25,0.66
2181-UAESM,Não,Homem,Não,Não,Não,2,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Mensal,Não,Cheque eletrônico,53.45,119.5,1.78
2186-QZEYA,Não,Mulher,Sim,Não,Não,29,Sim,Sim,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Transferência bancária,58.55,1718.95,1.95
2187-LZGPL,Sim,Mulher,Não,Não,Não,7,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cartão de crédito,40.1,293.3,1.34
2187-PKZAY,Não,Homem,Não,Não,Não,12,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Transferência bancária,79.95,1043.4,2.66
2188-SXWVT,Não,Mulher,Não,Não,Não,34,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Anual,Não,Cheque enviado,55.0,1885.15,1.83
2189-UXTKY,Sim,Mulher,Não,Sim,Não,22,Sim,Sim,DSL,Sim,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,79.2,1742.75,2.64
2189-WWOEW,Sim,Mulher,Não,Não,Sim,15,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Transferência bancária,85.9,1269.55,2.86
2190-BCXEC,Não,Mulher,Não,Sim,Não,40,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cartão de crédito,78.85,3126.85,2.63
2190-PHBHR,Não,Mulher,Não,Sim,Não,72,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Não,Sim,Bienal,Sim,Cartão de crédito,94.45,6921.7,3.15
2192-CKRLV,Não,Mulher,Não,Sim,Não,72,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Não,Sim,Bienal,Sim,Cheque eletrônico,49.2,3580.95,1.64
2192-OZITF,Não,Mulher,Não,Não,Não,45,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Sim,Bienal,Não,Cheque enviado,73.55,3349.1,2.45
2193-SFWQW,Não,Homem,Não,Sim,Sim,72,Sim,Não,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária,111.95,8033.1,3.73
2194-IIQOF,Não,Mulher,Não,Sim,Não,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito,89.3,6388.65,2.98
2195-VVRJF,Não,Homem,Sim,Sim,Não,18,Sim,Não,DSL,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,Cartão de crédito,59.1,1011.05,1.97
2195-ZRVAX,Sim,Mulher,Não,Sim,Não,47,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,85.3,4045.65,2.84
2197-OMWGI,Não,Mulher,Sim,Sim,Sim,68,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Não,Sim,Sim,Bienal,Sim,Cheque eletrônico,53.0,3656.25,1.77
2200-DSAAL,Não,Mulher,Não,Não,Não,68,Sim,Sim,DSL,Não,Sim,Sim,Não,Sim,Sim,Bienal,Sim,Cheque eletrônico,80.65,5330.2,2.69
2202-CUYXZ,Sim,Homem,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,84.85,84.85,2.83
2202-OUTMO,Não,Mulher,Não,Sim,Não,34,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Sim,Transferência bancária,60.85,2003.6,2.03
2203-GHNWN,Não,Mulher,Não,Sim,Não,24,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque enviado,79.65,1928.7,2.66
2205-LPVGL,Não,Homem,Sim,Sim,Sim,58,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Não,Não,Anual,Sim,Transferência bancária,89.85,5125.75,2.99
2205-YMZZJ,Sim,Homem,Sim,Não,Não,7,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,84.8,546.95,2.83
2207-NHRJK,Sim,Homem,Não,Não,Não,1,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,50.8,50.8,1.69
2207-OBZNX,Sim,Homem,Não,Não,Não,7,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,51.0,354.05,1.7
2207-QPJED,Não,Mulher,Sim,Sim,Não,37,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Sim,Não,Mensal,Não,Cheque eletrônico,90.0,3371.75,3.0
2207-RYYRL,Não,Homem,Não,Sim,Sim,52,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,24.55,1331.05,0.82
2208-MPXIO,Não,Mulher,Não,Sim,Sim,45,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Transferência bancária,20.0,886.4,0.67
2208-NKVVH,Não,Homem,Não,Sim,Sim,43,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,24.25,1077.95,0.81
2208-NQBCT,Não,Mulher,Não,Sim,Sim,26,Sim,Não,Fibra óptica,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,81.95,2070.05,2.73
2208-UGTGR,Não,Homem,Não,Não,Não,56,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,98.6,5581.05,3.29
2209-XADXF,Não,Mulher,Não,Não,Não,1,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Transferência bancária,25.25,25.25,0.84
2211-RMNHO,Não,Mulher,Não,Sim,Sim,68,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária,85.3,5560.0,2.84
2212-LYASK,Não,Homem,Não,Sim,Sim,27,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Não,Não,Sim,Anual,Sim,Cartão de crédito,45.85,1246.4,1.53
2215-ZAFGX,Não,Homem,Não,Não,Não,9,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,85.5,791.7,2.85
2219-MVUSO,Sim,Homem,Não,Não,Não,8,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,45.15,438.4,1.5
2220-IAHLS,Não,Mulher,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cartão de crédito,19.4,19.4,0.65
2223-GDSHL,Não,Homem,Não,Sim,Sim,71,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária,116.05,8297.5,3.87
2223-KAGMX,Sim,Mulher,Não,Não,Não,15,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Transferência bancária,19.4,289.3,0.65
2225-ZRGSG,Sim,Mulher,Não,Sim,Sim,70,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Não,Não,Bienal,Não,Transferência bancária,93.9,6579.05,3.13
2226-ICFDO,Não,Mulher,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito,85.9,6110.75,2.86
2227-JRSJX,Não,Mulher,Não,Não,Não,21,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Transferência bancária,99.15,1956.4,3.3
2228-BZDEE,Não,Mulher,Não,Não,Não,54,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,20.1,1079.45,0.67
2229-DPMBI,Não,Mulher,Não,Sim,Sim,8,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,19.5,162.15,0.65
2229-VWQJH,Não,Mulher,Não,Não,Não,24,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cartão de crédito,49.3,1233.25,1.64
2230-XTUWL,Não,Mulher,Não,Sim,Sim,48,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,19.55,883.35,0.65
2232-DMLXU,Sim,Mulher,Não,Sim,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Não,Cheque enviado,55.2,55.2,1.84
2233-FAGXV,Não,Mulher,Não,Sim,Sim,5,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque enviado,24.3,132.25,0.81
2233-TXSIU,Não,Homem,Não,Sim,Sim,17,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Não,Sim,Não,Anual,Não,Cartão de crédito,44.45,792.15,1.48
2234-EOFPT,Não,Homem,Não,Sim,Não,72,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Sim,Bienal,Sim,Transferência bancária,79.35,5753.25,2.64
2234-XADUH,Não,Mulher,Não,Sim,Sim,72,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cartão de crédito,103.2,7362.9,3.44
2235-DWLJU,Não,Mulher,Sim,Não,Não,6,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,44.4,263.05,1.48
2235-EZAIK,Não,Mulher,Não,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bienal,Não,Cartão de crédito,79.2,5401.9,2.64
2235-ZGKPT,Sim,Mulher,Não,Sim,Sim,4,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque enviado,50.85,239.55,1.7
2236-HILPA,Não,Homem,Não,Sim,Sim,62,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito,20.65,1218.45,0.69
2237-ZFSMY,Sim,Mulher,Não,Não,Não,39,Sim,Não,Fibra óptica,Sim,Não,Sim,Sim,Sim,Não,Anual,Sim,Cheque eletrônico,95.55,3692.85,3.18
2239-CFOUJ,Não,Homem,Não,Sim,Sim,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,20.4,20.4,0.68
2239-CGBUZ,Não,Mulher,Não,Sim,Não,51,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Sim,Transferência bancária,60.5,3145.15,2.02
2239-JALAW,Sim,Homem,Não,Não,Não,58,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Transferência bancária,103.25,6017.65,3.44
2240-HSJQD,Não,Homem,Não,Não,Sim,38,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,81.85,3141.7,2.73
2242-MFOTG,Não,Homem,Não,Não,Não,33,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Não,Anual,Não,Transferência bancária,80.1,2603.3,2.67
2243-FNMMI,Não,Homem,Não,Não,Não,20,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,19.4,415.4,0.65
2245-ADZFJ,Não,Mulher,Não,Sim,Sim,31,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Sim,Bienal,Não,Transferência bancária,80.55,2471.6,2.68
2249-YPRNG,Sim,Mulher,Não,Sim,Sim,20,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transferência bancária,105.85,2239.65,3.53
2250-IVBWA,Não,Homem,Não,Sim,Sim,64,Sim,Não,Fibra óptica,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,81.05,5135.35,2.7
2251-PYLPB,Não,Homem,Não,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Não,Cartão de crédito,79.55,5810.9,2.65
2252-ISRNH,Não,Homem,Não,Sim,Sim,9,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Anual,Sim,Cheque eletrônico,90.35,767.9,3.01
2252-JHJGE,Não,Homem,Não,Não,Não,61,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Anual,Não,Cheque eletrônico,104.0,6363.45,3.47
2252-NKNSI,Não,Homem,Não,Não,Sim,52,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Sim,Bienal,Sim,Cheque enviado,85.15,4461.85,2.84
2253-KPMNB,Não,Mulher,Não,Sim,Sim,69,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Não,Não,Bienal,Não,Transferência bancária,46.25,3121.4,1.54
2254-DLXRI,Não,Mulher,Não,Não,Não,1,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,79.15,79.15,2.64
2256-YLYLP,Não,Homem,Não,Sim,Sim,68,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária,72.95,4953.25,2.43
2257-BOVXD,Não,Homem,Não,Sim,Não,14,Sim,Sim,DSL,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Cartão de crédito,66.6,979.5,2.22
2259-OUUSZ,Não,Homem,Não,Não,Não,7,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Sim,Não,Não,Anual,Sim,Cartão de crédito,35.5,249.55,1.18
2260-USTRB,Sim,Mulher,Sim,Não,Não,2,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária,70.2,115.95,2.34
2262-SLNVK,Não,Mulher,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,70.1,70.1,2.34
2263-SFSQZ,Não,Homem,Não,Sim,Sim,51,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Cheque enviado,24.95,1222.25,0.83
2265-CYWIV,Sim,Mulher,Sim,Sim,Não,4,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,99.6,347.65,3.32
2266-FUBDZ,Não,Homem,Não,Sim,Sim,15,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,19.35,278.85,0.64
2266-SJNAT,Não,Mulher,Não,Sim,Não,72,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Anual,Não,Cartão de crédito,109.15,7789.6,3.64
2267-FPIMA,Não,Homem,Não,Sim,Não,50,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Não,Sim,Mensal,Sim,Cartão de crédito,94.4,4914.9,3.15
2267-WTPYD,Não,Mulher,Sim,Sim,Não,57,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Não,Sim,Mensal,Não,Cartão de crédito,94.0,5438.95,3.13
2270-CHBFN,Não,Mulher,Não,Sim,Não,44,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Não,Não,Mensal,Sim,Cartão de crédito,95.1,4060.55,3.17
2272-JKMSI,Não,Mulher,Não,Sim,Sim,62,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Cheque eletrônico,110.8,6840.95,3.69
2272-QAGFO,Sim,Mulher,Sim,Não,Não,14,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.3,1096.25,2.48
2272-UOINI,Não,Mulher,Não,Não,Não,7,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,78.5,571.05,2.62
2272-WUSPA,Não,Mulher,Não,Sim,Não,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Bienal,Sim,Cheque eletrônico,110.75,7751.7,3.69
2273-QCKXA,Não,Homem,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Não,Cheque enviado,49.05,49.05,1.64
2274-XUATA,Não,Homem,Sim,Sim,Não,72,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária,63.1,4685.55,2.1
2275-RBYQS,Não,Mulher,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,45.4,45.4,1.51
2276-YDAVZ,Sim,Mulher,Não,Não,Não,3,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito,75.1,270.7,2.5
2277-AXSDC,Não,Mulher,Não,Não,Não,32,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Transferência bancária,19.75,624.15,0.66
2277-BKJKN,Não,Mulher,Sim,Sim,Não,71,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Bienal,Sim,Cheque eletrônico,99.2,7213.75,3.31
2277-DJJDL,Não,Homem,Sim,Sim,Não,60,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,99.0,6017.9,3.3
2277-VWCNI,Não,Mulher,Sim,Não,Não,4,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque enviado,48.75,179.85,1.62
2279-AXJJK,Não,Homem,Não,Sim,Não,52,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Não,Sim,Mensal,Sim,Cartão de crédito,95.65,5088.4,3.19
2282-YGNOR,Não,Mulher,Não,Não,Não,29,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Anual,Não,Cartão de crédito,58.0,1734.5,1.93
2284-VFLKH,Não,Homem,Não,Sim,Não,49,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cartão de crédito,99.25,4920.8,3.31
2292-XQWSV,Não,Homem,Não,Sim,Sim,40,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Sim,Sim,Anual,Não,Cheque enviado,60.3,2448.5,2.01
2293-IJWPS,Não,Mulher,Não,Sim,Não,57,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cartão de crédito,100.75,5985.0,3.36
